model,year,price,transmission,mileage,fuelType,mpg,engineSize
 Karoq,2018,14990,Manual,21465,Petrol,53.3,1.0
 Fabia,2017,9200,Manual,22000,Petrol,64.2,1.0
 Octavia,2017,11495,Semi-Auto,21000,Diesel,72.4,1.6
 Citigo,2017,6990,Manual,10151,Petrol,64.2,1.0
 Fabia,2018,7390,Manual,40996,Petrol,64.2,1.0
 Superb,2017,15790,Semi-Auto,29378,Diesel,61.4,2.0
 Octavia,2019,16800,Automatic,12484,Diesel,67.3,2.0
 Yeti Outdoor,2017,12450,Semi-Auto,42223,Petrol,51.4,1.2
 Karoq,2018,22560,Automatic,16764,Petrol,51.4,1.5
 Superb,2019,19000,Automatic,7179,Petrol,36.7,1.5
 Yeti Outdoor,2016,12995,Semi-Auto,17913,Petrol,51.4,1.2
 Fabia,2017,11195,Semi-Auto,21145,Petrol,60.1,1.2
 Citigo,2017,6790,Manual,18637,Petrol,64.2,1.0
 Octavia,2018,11290,Manual,20047,Petrol,58.9,1.0
 Octavia,2017,11495,Manual,30972,Petrol,58.9,1.0
 Fabia,2013,4995,Manual,17138,Petrol,49.6,1.2
 Citigo,2017,7495,Manual,6989,Petrol,64.2,1.0
 Yeti Outdoor,2017,12495,Manual,16503,Petrol,51.4,1.2
 Fabia,2020,13495,Manual,500,Petrol,51.4,1.0
 Fabia,2019,11695,Manual,2925,Petrol,51.4,1.0
 Fabia,2017,11195,Semi-Auto,21990,Petrol,60.1,1.2
 Octavia,2014,8995,Manual,13487,Petrol,57.7,1.2
 Yeti Outdoor,2016,11990,Manual,24746,Petrol,51.4,1.2
 Fabia,2019,13590,Manual,5818,Petrol,60.1,1.0
 Karoq,2018,16490,Manual,14667,Petrol,53.3,1.0
 Octavia,2018,17990,Manual,6911,Petrol,43.5,2.0
 Fabia,2018,11790,Semi-Auto,11664,Petrol,61.4,1.0
 Kamiq,2019,19990,Semi-Auto,2856,Petrol,44.1,1.5
 Yeti Outdoor,2017,13690,Semi-Auto,16777,Petrol,51.4,1.2
 Yeti Outdoor,2017,11790,Manual,35679,Petrol,51.4,1.2
 Fabia,2016,7495,Semi-Auto,36670,Petrol,60.1,1.2
 Citigo,2018,6295,Manual,43985,Petrol,64.2,1.0
 Octavia,2018,14495,Manual,7580,Diesel,68.9,1.6
 Octavia,2018,17495,Manual,14440,Diesel,62.8,2.0
 Octavia,2016,14995,Manual,30810,Diesel,62.8,2.0
 Yeti Outdoor,2017,14250,Semi-Auto,5564,Petrol,51.4,1.2
 Rapid,2018,9495,Manual,21014,Petrol,62.8,1.0
 Octavia,2017,12295,Manual,16200,Petrol,55.4,1.4
 Fabia,2019,11995,Manual,800,Petrol,51.4,1.0
 Octavia,2019,18495,Semi-Auto,1900,Petrol,46.3,1.5
 Superb,2019,25495,Semi-Auto,8821,Diesel,47.1,2.0
 Citigo,2016,6495,Manual,20957,Petrol,68.9,1.0
 Octavia,2016,9995,Semi-Auto,28762,Petrol,57.7,1.2
 Fabia,2015,7160,Manual,15676,Petrol,60.1,1.2
 Rapid,2015,6280,Manual,71558,Diesel,67.3,1.6
 Karoq,2019,20995,Manual,3958,Diesel,47.1,2.0
 Rapid,2017,9295,Manual,15255,Petrol,62.8,1.0
 Fabia,2020,13495,Manual,800,Petrol,51.4,1.0
 Fabia,2020,13495,Manual,500,Petrol,51.4,1.0
 Fabia,2020,12995,Manual,650,Petrol,52.3,1.0
 Fabia,2019,13295,Manual,3279,Petrol,64.2,1.0
 Octavia,2017,10495,Manual,28709,Petrol,54.3,1.4
 Karoq,2019,26250,Automatic,7500,Petrol,33.2,2.0
 Kamiq,2019,18495,Manual,3000,Petrol,47.9,1.0
 Karoq,2018,19495,Automatic,17120,Petrol,50.4,1.5
 Octavia,2019,15995,Manual,4790,Diesel,55.4,2.0
 Superb,2019,26495,Semi-Auto,12,Petrol,38.2,2.0
 Octavia,2017,13495,Semi-Auto,12031,Diesel,74.3,1.6
 Karoq,2019,20495,Manual,766,Petrol,42.8,1.5
 Fabia,2017,12495,Semi-Auto,10683,Petrol,60.1,1.2
 Kamiq,2019,15995,Manual,3160,Petrol,47.9,1.0
 Fabia,2019,10995,Manual,3160,Petrol,51.4,1.0
 Kamiq,2019,17995,Semi-Auto,3160,Petrol,44.1,1.5
 Octavia,2017,15495,Semi-Auto,31130,Diesel,58.9,2.0
 Superb,2019,18995,Automatic,7500,Petrol,36.7,1.5
 Fabia,2015,7695,Manual,39170,Petrol,58.8,1.2
 Kodiaq,2018,19995,Manual,15285,Diesel,52.3,2.0
 Karoq,2019,18495,Manual,2085,Petrol,52.3,1.5
 Fabia,2019,8795,Manual,8520,Petrol,57.7,1.0
 Fabia,2017,8295,Manual,26600,Petrol,64.2,1.0
 Fabia,2017,8995,Manual,5575,Petrol,64.2,1.0
 Superb,2019,23995,Semi-Auto,7563,Diesel,48.7,2.0
 Superb,2014,9795,Semi-Auto,56420,Diesel,53.3,2.0
 Fabia,2018,8995,Manual,7555,Petrol,64.2,1.0
 Karoq,2018,21495,Manual,17410,Diesel,42.8,2.0
 Kamiq,2020,23750,Semi-Auto,1000,Petrol,43.5,1.5
 Fabia,2017,8295,Manual,11400,Petrol,60.1,1.2
 Fabia,2018,10795,Manual,9270,Petrol,60.1,1.0
 Karoq,2019,23995,Automatic,5860,Diesel,47.1,1.6
 Superb,2019,25250,Automatic,8500,Petrol,38.2,2.0
 Octavia,2020,27795,Semi-Auto,2000,Petrol,37.2,2.0
 Fabia,2017,11495,Semi-Auto,9576,Petrol,61.4,1.0
 Yeti Outdoor,2017,11995,Manual,20684,Petrol,51.4,1.2
 Kodiaq,2017,21995,Automatic,19206,Petrol,39.8,1.4
 Superb,2014,9995,Manual,42555,Diesel,61.4,2.0
 Yeti Outdoor,2017,12495,Manual,20718,Diesel,62.8,2.0
 Yeti Outdoor,2017,12495,Manual,28100,Petrol,51.4,1.2
 Yeti Outdoor,2017,12495,Manual,28058,Petrol,51.4,1.2
 Octavia,2014,9795,Semi-Auto,41517,Diesel,62.8,2.0
 Kamiq,2019,18995,Semi-Auto,2687,Petrol,44.1,1.5
 Scala,2020,17995,Semi-Auto,2800,Petrol,45.6,1.5
 Karoq,2018,17250,Manual,18740,Diesel,62.8,1.6
 Karoq,2018,20250,Automatic,11405,Petrol,50.4,1.5
 Octavia,2019,16995,Automatic,9500,Diesel,53.3,1.6
 Octavia,2019,19995,Manual,5000,Petrol,36.7,2.0
 Citigo,2016,5490,Manual,30358,Petrol,62.8,1.0
 Fabia,2017,10250,Manual,26107,Petrol,64.2,1.0
 Yeti Outdoor,2015,9495,Manual,55223,Diesel,55.4,2.0
 Yeti Outdoor,2016,10000,Manual,23964,Diesel,62.8,2.0
 Octavia,2015,10499,Automatic,11033,Petrol,58.9,1.4
 Karoq,2018,17495,Manual,11485,Diesel,62.8,1.6
 Citigo,2016,6295,Manual,30055,Petrol,62.8,1.0
 Fabia,2019,11775,Manual,4697,Petrol,51.4,1.0
 Fabia,2017,10495,Semi-Auto,16908,Petrol,61.4,1.0
 Fabia,2019,14995,Manual,2202,Petrol,51.4,1.0
 Octavia,2019,25995,Automatic,4200,Diesel,67.3,2.0
 Karoq,2018,15995,Manual,13000,Diesel,62.8,1.6
 Fabia,2019,11995,Manual,3500,Petrol,51.4,1.0
 Fabia,2019,12495,Manual,5000,Petrol,52.3,1.0
 Superb,2018,18495,Semi-Auto,39300,Diesel,56.5,2.0
 Citigo,2017,7795,Automatic,11160,Petrol,65.7,1.0
 Karoq,2018,15495,Automatic,15440,Diesel,64.2,1.6
 Octavia,2018,16995,Manual,20045,Diesel,62.8,2.0
 Yeti,2016,12995,Semi-Auto,23185,Petrol,51.4,1.2
 Fabia,2019,12300,Manual,3342,Petrol,51.4,1.0
 Scala,2019,14995,Manual,3570,Petrol,49.6,1.0
 Kodiaq,2019,31994,Automatic,3353,Petrol,31.4,2.0
 Octavia,2019,18995,Automatic,7110,Diesel,50.4,2.0
 Superb,2019,26995,Automatic,4954,Diesel,47.1,2.0
 Karoq,2019,23695,Manual,8753,Petrol,42.8,1.5
 Octavia,2014,7295,Manual,78346,Petrol,53.3,1.4
 Citigo,2017,6795,Manual,8376,Petrol,64.2,1.0
 Octavia,2017,11995,Semi-Auto,25391,Petrol,57.7,1.4
 Kodiaq,2019,31950,Automatic,24855,Diesel,35.3,2.0
 Fabia,2017,10750,Semi-Auto,14021,Petrol,61.4,1.0
 Kodiaq,2018,25950,Automatic,26669,Diesel,49.6,2.0
 Karoq,2019,29995,Manual,4000,Diesel,42.8,2.0
 Scala,2020,20600,Semi-Auto,1569,Petrol,44.8,1.5
 Scala,2020,16750,Manual,2217,Petrol,49.6,1.0
 Fabia,2019,9480,Manual,6114,Petrol,57.7,1.0
 Citigo,2016,7495,Manual,15666,Petrol,68.9,1.0
 Octavia,2017,9995,Manual,52587,Petrol,57.7,1.5
 Kamiq,2019,16895,Manual,2678,Petrol,49.6,1.0
 Karoq,2019,25450,Manual,100,Diesel,42.8,2.0
 Octavia,2017,13950,Semi-Auto,12679,Petrol,57.7,1.4
 Kamiq,2019,19450,Automatic,124,Petrol,44.1,1.5
 Octavia,2019,12990,Manual,4100,Petrol,60.1,1.0
 Fabia,2018,7690,Manual,19171,Petrol,57.7,1.0
 Karoq,2018,17450,Manual,6368,Petrol,53.3,1.0
 Fabia,2017,12795,Semi-Auto,27929,Petrol,61.4,1.0
 Citigo,2017,8499,Manual,1994,Petrol,68.9,1.0
 Yeti Outdoor,2016,13000,Semi-Auto,27083,Petrol,51.4,1.2
 Octavia,2019,16750,Automatic,3416,Diesel,67.3,2.0
 Rapid,2018,10495,Manual,15006,Petrol,57.7,1.0
 Citigo,2018,8295,Manual,13113,Petrol,64.2,1.0
 Yeti Outdoor,2016,12750,Semi-Auto,26341,Petrol,51.4,1.2
 Kamiq,2019,17950,Automatic,500,Petrol,44.1,1.5
 Superb,2019,18450,Automatic,1000,Petrol,36.7,1.5
 Scala,2019,14950,Manual,5000,Petrol,49.6,1.0
 Superb,2019,26950,Automatic,3000,Diesel,47.1,2.0
 Fabia,2019,11950,Manual,5500,Petrol,60.1,1.0
 Fabia,2019,11950,Manual,5000,Petrol,51.4,1.0
 Citigo,2018,7995,Manual,22291,Petrol,64.2,1.0
 Octavia,2017,14491,Semi-Auto,36982,Diesel,56.5,2.0
 Octavia,2017,14491,Semi-Auto,36982,Diesel,56.5,2.0
 Octavia,2016,9994,Semi-Auto,14720,Petrol,62.8,1.0
 Superb,2017,19700,Semi-Auto,17989,Diesel,60.1,2.0
 Fabia,2017,8900,Manual,15817,Petrol,64.2,1.0
 Fabia,2019,10450,Manual,12050,Petrol,61.4,1.0
 Fabia,2018,9650,Manual,14076,Petrol,64.2,1.0
 Karoq,2019,19490,Automatic,3000,Diesel,62.8,1.6
 Octavia,2019,20990,Semi-Auto,5000,Diesel,53.3,2.0
 Scala,2019,16990,Semi-Auto,1500,Petrol,45.6,1.5
 Fabia,2017,7340,Manual,20350,Petrol,58.8,1.0
 Fabia,2017,8890,Manual,19810,Petrol,60.1,1.2
 Citigo,2016,6890,Manual,19710,Petrol,62.8,1.0
 Fabia,2019,12995,Semi-Auto,14541,Petrol,60.1,1.0
 Fabia,2019,10160,Manual,10882,Petrol,61.4,1.0
 Octavia,2016,11890,Semi-Auto,24054,Petrol,58.9,1.4
 Kodiaq,2020,31490,Automatic,1522,Diesel,39.2,2.0
 Superb,2016,15990,Semi-Auto,11066,Petrol,55.4,1.4
 Scala,2019,15990,Semi-Auto,3430,Petrol,45.6,1.5
 Fabia,2019,12990,Manual,3000,Petrol,51.4,1.0
 Superb,2019,24990,Semi-Auto,50,Petrol,38.2,2.0
 Octavia,2017,12490,Manual,16040,Petrol,54.3,1.4
 Superb,2019,25990,Semi-Auto,13000,Diesel,61.4,2.0
 Citigo,2016,5990,Manual,25188,Petrol,62.8,1.0
 Octavia,2019,17990,Manual,10000,Diesel,67.3,1.6
 Karoq,2018,17490,Manual,7074,Petrol,40.4,1.0
 Fabia,2016,7290,Manual,39806,Diesel,78.6,1.4
 Octavia,2017,13490,Semi-Auto,17704,Diesel,64.2,2.0
 Kodiaq,2017,20490,Automatic,22710,Petrol,44.8,1.4
 Kodiaq,2017,25490,Automatic,35044,Petrol,38.2,2.0
 Octavia,2017,10990,Manual,20490,Petrol,54.3,1.4
 Fabia,2018,9490,Manual,18365,Petrol,64.2,1.0
 Octavia,2019,14995,Semi-Auto,9124,Petrol,55.4,1.5
 Octavia,2019,16750,Automatic,4915,Petrol,55.4,1.5
 Scala,2019,17495,Semi-Auto,2742,Petrol,45.6,1.5
 Superb,2013,11995,Semi-Auto,50112,Diesel,52.3,2.0
 Rapid,2017,8495,Semi-Auto,33558,Petrol,58.9,1.4
 Citigo,2017,7895,Manual,3342,Petrol,68.9,1.0
 Kodiaq,2019,27495,Automatic,5460,Petrol,36.7,1.5
 Citigo,2017,6395,Manual,36609,Petrol,64.2,1.0
 Kodiaq,2018,25990,Automatic,15218,Petrol,38.2,2.0
 Fabia,2018,10290,Manual,12901,Petrol,64.2,1.0
 Yeti Outdoor,2015,9290,Manual,42459,Diesel,55.4,2.0
 Citigo,2017,6490,Manual,21098,Petrol,64.2,1.0
 Yeti Outdoor,2017,13790,Semi-Auto,21498,Petrol,51.4,1.2
 Fabia,2019,9990,Manual,3296,Petrol,57.7,1.0
 Octavia,2017,12590,Semi-Auto,27976,Petrol,57.7,1.4
 Octavia,2019,19490,Manual,7617,Petrol,36.7,2.0
 Octavia,2013,7295,Manual,50657,Petrol,53.3,1.4
 Fabia,2019,12995,Semi-Auto,13120,Petrol,60.1,1.0
 Rapid,2017,9495,Manual,31640,Petrol,61.4,1.0
 Octavia,2019,14395,Manual,9373,Diesel,67.3,1.6
 Octavia,2019,14295,Manual,10887,Diesel,67.3,1.6
 Yeti,2015,10480,Manual,32800,Diesel,49.6,2.0
 Superb,2016,16195,Semi-Auto,11200,Diesel,62.8,2.0
 Yeti Outdoor,2017,12860,Semi-Auto,23280,Petrol,51.4,1.2
 Scala,2020,16990,Semi-Auto,3569,Petrol,47.1,1.0
 Yeti Outdoor,2017,16190,Semi-Auto,25989,Diesel,51.4,2.0
 Yeti Outdoor,2016,15250,Manual,31234,Petrol,44.8,1.4
 Yeti Outdoor,2014,8999,Semi-Auto,40784,Petrol,44.8,1.2
 Octavia,2018,13490,Manual,23146,Diesel,65.7,2.0
 Fabia,2018,10500,Manual,5261,Petrol,57.7,1.0
 Fabia,2017,7995,Manual,33446,Petrol,60.1,1.2
 Fabia,2015,6580,Manual,65902,Diesel,83.1,1.4
 Kodiaq,2017,22480,Automatic,38733,Diesel,49.6,2.0
 Fabia,2017,10495,Semi-Auto,15426,Petrol,60.1,1.2
 Citigo,2017,6795,Manual,28309,Petrol,64.2,1.0
 Superb,2019,25995,Semi-Auto,13,Petrol,38.2,2.0
 Fabia,2017,11495,Semi-Auto,11184,Petrol,60.1,1.2
 Yeti Outdoor,2017,12995,Semi-Auto,12034,Petrol,51.4,1.2
 Fabia,2019,11495,Manual,3091,Petrol,61.4,1.0
 Yeti Outdoor,2017,12795,Semi-Auto,21183,Petrol,51.4,1.2
 Octavia,2016,10295,Semi-Auto,34907,Petrol,62.8,1.0
 Fabia,2019,12995,Semi-Auto,14140,Petrol,60.1,1.0
 Karoq,2019,18995,Manual,3169,Petrol,52.3,1.5
 Octavia,2015,8990,Manual,43480,Diesel,74.3,1.6
 Superb,2017,11060,Semi-Auto,82370,Diesel,62.8,2.0
 Citigo,2018,7700,Manual,10020,Petrol,64.2,1.0
 Fabia,2016,10670,Semi-Auto,18790,Petrol,60.1,1.2
 Rapid,2015,6040,Manual,76160,Diesel,67.3,1.6
 Octavia,2016,9377,Manual,30996,Petrol,55.4,1.4
 Fabia,2017,10580,Semi-Auto,15170,Petrol,61.4,1.0
 Citigo,2017,5995,Manual,22174,Petrol,64.2,1.0
 Citigo,2017,5995,Manual,22174,Petrol,64.2,1.0
 Octavia,2017,17350,Semi-Auto,15229,Diesel,57.7,2.0
 Octavia,2017,16490,Semi-Auto,30121,Diesel,57.7,2.0
 Scala,2020,21450,Semi-Auto,1000,Petrol,47.1,1.0
 Kodiaq,2020,33450,Automatic,6000,Diesel,39.2,2.0
 Citigo,2017,6995,Manual,7536,Petrol,64.2,1.0
 Citigo,2018,7330,Manual,10069,Petrol,64.2,1.0
 Fabia,2016,6975,Manual,18500,Petrol,58.8,1.0
 Citigo,2016,6110,Manual,16184,Petrol,62.8,1.0
 Fabia,2018,8900,Manual,20414,Petrol,64.2,1.0
 Fabia,2018,9400,Manual,14592,Petrol,64.2,1.0
 Fabia,2018,9400,Manual,17014,Petrol,64.2,1.0
 Fabia,2018,9400,Manual,14519,Petrol,64.2,1.0
 Scala,2020,17450,Semi-Auto,3000,Petrol,47.1,1.0
 Fabia,2017,9750,Semi-Auto,31136,Petrol,60.1,1.2
 Octavia,2017,18290,Semi-Auto,20698,Diesel,55.4,2.0
 Yeti Outdoor,2017,15190,Manual,20939,Diesel,62.8,2.0
 Octavia,2018,13750,Manual,22018,Diesel,68.9,1.6
 Superb,2017,16850,Semi-Auto,29103,Diesel,58.9,2.0
 Kodiaq,2019,22990,Automatic,4404,Petrol,37.7,1.5
 Fabia,2017,8450,Manual,19865,Petrol,60.1,1.2
 Octavia,2018,19270,Semi-Auto,28057,Petrol,44.1,2.0
 Fabia,2020,11990,Manual,835,Petrol,47.1,1.0
 Rapid,2016,6450,Manual,46346,Petrol,60.1,1.2
 Octavia,2018,13450,Manual,32127,Diesel,65.7,2.0
 Fabia,2018,13250,Semi-Auto,14020,Petrol,61.4,1.0
 Roomster,2014,5950,Manual,41498,Diesel,60.1,1.6
 Fabia,2016,8250,Manual,21648,Petrol,60.1,1.2
 Yeti Outdoor,2017,13750,Manual,21323,Diesel,62.8,2.0
 Yeti Outdoor,2016,11450,Manual,35000,Diesel,62.8,2.0
 Fabia,2017,8450,Manual,23846,Petrol,64.2,1.0
 Octavia,2019,16750,Manual,4088,Petrol,55.4,1.5
 Octavia,2017,10950,Manual,51840,Diesel,65.7,2.0
 Yeti Outdoor,2015,9370,Semi-Auto,53719,Petrol,51.4,1.2
 Fabia,2016,7450,Manual,24310,Petrol,58.8,1.0
 Octavia,2020,20950,Semi-Auto,3000,Petrol,47.9,2.0
 Superb,2019,25250,Semi-Auto,4000,Petrol,38.2,2.0
 Octavia,2017,11750,Manual,10326,Diesel,68.9,1.6
 Superb,2019,26950,Automatic,7616,Diesel,47.1,2.0
 Octavia,2019,23250,Automatic,3500,Diesel,44.1,2.0
 Fabia,2017,10250,Semi-Auto,21052,Diesel,70.6,1.4
 Fabia,2020,13750,Manual,710,Petrol,52.3,1.0
 Fabia,2019,11750,Manual,8000,Petrol,61.4,1.0
 Octavia,2017,10950,Manual,31000,Diesel,72.4,1.6
 Kodiaq,2019,32450,Automatic,8979,Diesel,37.2,2.0
 Fabia,2019,11950,Manual,4025,Petrol,51.4,1.0
 Octavia,2018,14650,Manual,14162,Petrol,58.9,1.0
 Octavia,2018,13950,Semi-Auto,32034,Diesel,72.4,1.6
 Octavia,2019,20450,Semi-Auto,5000,Petrol,47.9,2.0
 Octavia,2015,7450,Manual,57237,Diesel,74.3,1.6
 Karoq,2018,16950,Automatic,9327,Petrol,54.3,1.0
 Octavia,2019,18250,Semi-Auto,7000,Petrol,55.4,1.5
 Scala,2020,17950,Manual,1000,Petrol,49.6,1.0
 Kamiq,2020,20950,Manual,1000,Petrol,47.1,1.0
 Citigo,2016,5700,Manual,17830,Petrol,62.8,1.0
 Fabia,2019,13450,Manual,3079,Petrol,50.4,1.0
 Scala,2019,17890,Manual,2083,Petrol,49.6,1.0
 Kodiaq,2018,22990,Automatic,45706,Diesel,49.6,2.0
 Fabia,2017,8190,Manual,31504,Petrol,64.2,1.0
 Fabia,2017,7890,Manual,42864,Petrol,60.1,1.2
 Fabia,2018,8990,Manual,13687,Petrol,64.2,1.0
 Octavia,2017,17750,Semi-Auto,21492,Diesel,57.7,2.0
 Superb,2019,25990,Semi-Auto,4365,Diesel,47.1,2.0
 Octavia,2019,19990,Semi-Auto,2648,Petrol,44.8,1.5
 Octavia,2018,17490,Semi-Auto,38025,Diesel,55.4,2.0
 Kamiq,2019,21750,Semi-Auto,50,Petrol,43.5,1.5
 Fabia,2019,11450,Manual,1001,Petrol,47.1,1.0
 Fabia,2018,9950,Manual,8210,Petrol,57.7,1.0
 Rapid,2015,5950,Manual,53549,Diesel,64.2,1.6
 Kodiaq,2019,31450,Automatic,6000,Diesel,39.2,2.0
 Octavia,2019,24750,Automatic,100,Diesel,67.3,2.0
 Superb,2018,16950,Semi-Auto,20962,Diesel,62.8,2.0
 Fabia,2019,11950,Manual,3525,Petrol,51.4,1.0
 Octavia,2019,18950,Automatic,5040,Diesel,72.4,1.6
 Superb,2019,28950,Automatic,6000,Diesel,47.1,2.0
 Fabia,2019,9950,Manual,1200,Petrol,47.9,1.0
 Kamiq,2019,20450,Semi-Auto,1001,Petrol,45.6,1.0
 Citigo,2017,7750,Manual,22588,Petrol,64.2,1.0
 Kodiaq,2019,33750,Semi-Auto,6769,Diesel,39.2,2.0
 Octavia,2018,13990,Semi-Auto,16569,Petrol,55.4,1.5
 Yeti Outdoor,2017,13890,Semi-Auto,32966,Petrol,51.4,1.2
 Kamiq,2019,16990,Manual,2287,Petrol,49.6,1.0
 Kamiq,2020,20950,Semi-Auto,3927,Petrol,43.5,1.5
 Karoq,2018,20190,Manual,25197,Petrol,51.4,1.5
 Fabia,2013,4490,Manual,85860,Petrol,53.3,1.2
 Rapid,2017,9280,Manual,28273,Petrol,57.7,1.2
 Fabia,2018,8950,Manual,14800,Petrol,64.2,1.0
 Fabia,2018,10350,Manual,13988,Petrol,64.2,1.0
 Fabia,2018,12450,Semi-Auto,14100,Petrol,61.4,1.0
 Superb,2017,15500,Manual,30319,Diesel,65.7,2.0
 Citigo,2018,8110,Manual,8490,Petrol,67.3,1.0
 Superb,2017,17500,Manual,14817,Petrol,53.3,1.4
 Superb,2015,11691,Semi-Auto,25166,Diesel,53.3,2.0
 Fabia,2019,10650,Manual,5665,Petrol,61.4,1.0
 Fabia,2017,10950,Semi-Auto,22387,Petrol,61.4,1.0
 Superb,2019,23450,Automatic,11466,Diesel,62.8,2.0
 Fabia,2017,10950,Manual,30824,Petrol,64.2,1.0
 Kamiq,2019,19950,Manual,1234,Petrol,47.1,1.5
 Superb,2018,21950,Semi-Auto,20012,Petrol,43.5,2.0
 Karoq,2018,20450,Automatic,14120,Petrol,50.4,1.5
 Fabia,2017,10950,Manual,15288,Petrol,64.2,1.0
 Fabia,2017,11950,Manual,16818,Petrol,58.9,1.2
 Yeti Outdoor,2015,11250,Manual,31303,Petrol,51.4,1.2
 Citigo,2016,7990,Automatic,6900,Petrol,65.7,1.0
 Superb,2017,15490,Semi-Auto,30250,Petrol,53.3,1.4
 Kodiaq,2018,27450,Automatic,3364,Diesel,49.6,2.0
 Octavia,2019,10995,Manual,59434,Diesel,68.9,1.6
 Fabia,2016,8950,Manual,14551,Petrol,60.1,1.2
 Karoq,2018,18450,Automatic,5504,Petrol,54.3,1.0
 Citigo,2018,7250,Manual,23500,Petrol,64.2,1.0
 Octavia,2019,23850,Automatic,100,Diesel,45.6,2.0
 Kamiq,2019,19950,Manual,2500,Petrol,47.9,1.0
 Kamiq,2019,22950,Semi-Auto,1001,Petrol,43.5,1.5
 Kodiaq,2019,33950,Automatic,3500,Diesel,39.2,2.0
 Rapid,2017,8450,Manual,20795,Petrol,57.7,1.2
 Kamiq,2019,19950,Manual,1234,Petrol,47.9,1.0
 Octavia,2020,20950,Semi-Auto,1234,Diesel,54.3,2.0
 Fabia,2019,13450,Manual,1234,Petrol,51.4,1.0
 Octavia,2019,18450,Manual,3297,Petrol,50.4,1.5
 Superb,2019,28950,Automatic,9229,Diesel,47.1,2.0
 Kodiaq,2019,28950,Automatic,8632,Diesel,42.2,2.0
 Fabia,2019,13750,Manual,1234,Petrol,52.3,1.0
 Yeti Outdoor,2017,12995,Semi-Auto,41974,Petrol,51.4,1.2
 Octavia,2015,8495,Manual,58268,Petrol,53.3,1.4
 Octavia,2017,12490,Manual,43700,Diesel,68.9,1.6
 Fabia,2017,10495,Manual,19159,Petrol,64.2,1.0
 Fabia,2018,12995,Semi-Auto,9800,Petrol,61.4,1.0
 Fabia,2018,10495,Manual,6103,Petrol,64.2,1.0
 Octavia,2018,13990,Manual,19272,Petrol,53.3,1.4
 Fabia,2016,10622,Semi-Auto,13890,Petrol,60.1,1.2
 Kodiaq,2017,17250,Automatic,23588,Petrol,44.8,1.4
 Kodiaq,2018,20495,Semi-Auto,21645,Petrol,39.8,1.4
 Yeti Outdoor,2016,11995,Semi-Auto,38810,Petrol,51.4,1.2
 Citigo,2018,8995,Manual,1509,Petrol,65.7,1.0
 Fabia,2017,11490,Semi-Auto,16648,Petrol,61.4,1.0
 Kodiaq,2018,25495,Semi-Auto,9262,Diesel,49.6,2.0
 Fabia,2017,8200,Manual,31625,Petrol,60.1,1.2
 Yeti Outdoor,2017,11000,Semi-Auto,55373,Petrol,51.4,1.2
 Fabia,2014,5691,Manual,23757,Petrol,49.6,1.2
 Yeti Outdoor,2017,14395,Semi-Auto,5301,Petrol,51.4,1.2
 Superb,2016,13995,Semi-Auto,25000,Diesel,62.8,2.0
 Superb,2018,14950,Manual,23500,Diesel,67.3,1.6
 Kodiaq,2019,33450,Semi-Auto,5329,Diesel,39.2,2.0
 Yeti Outdoor,2017,13250,Manual,24601,Diesel,62.8,2.0
 Fabia,2019,12950,Manual,1234,Petrol,51.4,1.0
 Octavia,2019,19950,Manual,18,Diesel,54.3,2.0
 Fabia,2016,7990,Manual,18779,Petrol,58.8,1.0
 Scala,2019,17490,Semi-Auto,2708,Petrol,45.6,1.5
 Scala,2019,14990,Manual,4530,Petrol,49.6,1.0
 Karoq,2020,29995,Manual,2000,Diesel,42.8,2.0
 Fabia,2020,12995,Manual,500,Petrol,52.3,1.0
 Fabia,2017,11495,Manual,17001,Petrol,58.9,1.2
 Superb,2019,22390,Manual,4531,Petrol,42.2,1.5
 Fabia,2019,12350,Manual,3201,Petrol,61.4,1.0
 Citigo,2016,6950,Manual,14631,Petrol,62.8,1.0
 Octavia,2019,14950,Semi-Auto,11566,Petrol,47.1,1.5
 Superb,2017,15450,Manual,20868,Petrol,56.5,1.4
 Octavia,2019,15450,Semi-Auto,15229,Petrol,54.3,1.5
 Scala,2019,15650,Manual,1149,Petrol,49.6,1.0
 Fabia,2019,11950,Manual,11552,Petrol,61.4,1.0
 Octavia,2018,14990,Semi-Auto,15250,Petrol,56.5,1.5
 Karoq,2019,21490,Manual,4185,Petrol,51.4,1.5
 Yeti Outdoor,2016,14250,Semi-Auto,20000,Diesel,51.4,2.0
 Rapid,2018,11795,Semi-Auto,13553,Petrol,58.9,1.0
 Fabia,2019,13490,Semi-Auto,12095,Petrol,60.1,1.0
 Citigo,2018,8995,Manual,11212,Petrol,67.3,1.0
 Superb,2019,20990,Manual,12100,Petrol,40.9,1.5
 Karoq,2019,21690,Automatic,3225,Petrol,41.5,1.5
 Citigo,2016,6950,Manual,21335,Petrol,62.8,1.0
 Yeti Outdoor,2017,10950,Manual,58636,Diesel,53.3,2.0
 Kodiaq,2020,32950,Automatic,4134,Diesel,39.2,2.0
 Octavia,2015,13950,Manual,41944,Diesel,62.8,2.0
 Octavia,2018,16450,Semi-Auto,7943,Petrol,55.4,1.5
 Yeti,2016,12450,Manual,13383,Diesel,62.8,2.0
 Fabia,2017,10750,Semi-Auto,14902,Petrol,61.4,1.0
 Superb,2013,9950,Manual,48192,Diesel,61.4,2.0
 Fabia,2019,11750,Manual,13617,Petrol,61.4,1.0
